TITLE,
DATA TYPE,ULTRAVIOLET SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,22/10/18
TIME,18:34:30
SPECTROMETER/DATA SYSTEM,
LOCALE,16393
RESOLUTION,
DELTAX,-0.2
XUNITS,NANOMETERS
YUNITS,ABSORBANCE
FIRSTX,  900.0000
LASTX,  200.0000
NPOINTS,    3501
FIRSTY,     0.01131
MAXY,     0.14655
MINY,     0.00656
XYDATA
900.0000,0.011309
899.8000,0.00883912
899.6000,0.0128367
899.4000,0.0138216
899.2000,0.0123614
899.0000,0.0128154
898.8000,0.0104135
898.6000,0.00759367
898.4000,0.00686236
898.2000,0.0105832
898.0000,0.0127064
897.8000,0.011129
897.6000,0.0123749
897.4000,0.0138367
897.2000,0.0146178
897.0000,0.0150015
896.8000,0.0128877
896.6000,0.0117221
896.4000,0.0104911
896.2000,0.00722326
896.0000,0.00933445
895.8000,0.0132262
895.6000,0.0105964
895.4000,0.00930382
895.2000,0.0106352
895.0000,0.0111389
894.8000,0.00979196
894.6000,0.00904678
894.4000,0.00912055
894.2000,0.0111639
894.0000,0.0136031
893.8000,0.0143678
893.6000,0.0148257
893.4000,0.0142256
893.2000,0.0137199
893.0000,0.0101545
892.8000,0.00655869
892.6000,0.0097499
892.4000,0.0143981
892.2000,0.0126079
892.0000,0.0132566
891.8000,0.0144464
891.6000,0.0119288
891.4000,0.01114
891.2000,0.00806075
891.0000,0.00666338
890.8000,0.00821315
890.6000,0.00955449
890.4000,0.00997131
890.2000,0.0093379
890.0000,0.0113471
889.8000,0.0126709
889.6000,0.0133962
889.4000,0.0118776
889.2000,0.0100256
889.0000,0.0108564
888.8000,0.0121014
888.6000,0.0120735
888.4000,0.0105726
888.2000,0.00918758
888.0000,0.010653
887.8000,0.0104915
887.6000,0.00943766
887.4000,0.0104925
887.2000,0.0108359
887.0000,0.0125325
886.8000,0.0126417
886.6000,0.011561
886.4000,0.00989201
886.2000,0.0103502
886.0000,0.00995536
885.8000,0.0100938
885.6000,0.0128662
885.4000,0.0119541
885.2000,0.0100617
885.0000,0.0101906
884.8000,0.0104202
884.6000,0.0111612
884.4000,0.011449
884.2000,0.0097897
884.0000,0.0103252
883.8000,0.0123966
883.6000,0.0128265
883.4000,0.0143464
883.2000,0.0126951
883.0000,0.0107808
882.8000,0.0110279
882.6000,0.0105224
882.4000,0.0101158
882.2000,0.01119
882.0000,0.0128765
881.8000,0.0113878
881.6000,0.011345
881.4000,0.012193
881.2000,0.0112376
881.0000,0.0110338
880.8000,0.0118745
880.6000,0.0107544
880.4000,0.00897487
880.2000,0.0106128
880.0000,0.0130464
879.8000,0.0109159
879.6000,0.00939162
879.4000,0.0106113
879.2000,0.0124173
879.0000,0.0124749
878.8000,0.0104539
878.6000,0.0109074
878.4000,0.0101449
878.2000,0.00967227
878.0000,0.0111748
877.8000,0.0111457
877.6000,0.0107485
877.4000,0.0111598
877.2000,0.0121392
877.0000,0.0117493
876.8000,0.0115473
876.6000,0.0120942
876.4000,0.0121639
876.2000,0.0116437
876.0000,0.0106046
875.8000,0.0108752
875.6000,0.0118446
875.4000,0.013157
875.2000,0.0130258
875.0000,0.0108346
874.8000,0.0112775
874.6000,0.0118259
874.4000,0.0106244
874.2000,0.010582
874.0000,0.0105122
873.8000,0.0110784
873.6000,0.0118768
873.4000,0.0120635
873.2000,0.0126923
873.0000,0.0122573
872.8000,0.0117278
872.6000,0.0118562
872.4000,0.011932
872.2000,0.0116819
872.0000,0.0108107
871.8000,0.0111297
871.6000,0.0111828
871.4000,0.0104123
871.2000,0.0107949
871.0000,0.0112837
870.8000,0.0112264
870.6000,0.0101371
870.4000,0.0101416
870.2000,0.0116144
870.0000,0.0112634
869.8000,0.0108796
869.6000,0.0106704
869.4000,0.0106908
869.2000,0.0116055
869.0000,0.0112084
868.8000,0.011291
868.6000,0.0114185
868.4000,0.0116986
868.2000,0.0119626
868.0000,0.0116263
867.8000,0.0117253
867.6000,0.0113085
867.4000,0.0108853
867.2000,0.0110077
867.0000,0.0112221
866.8000,0.0112642
866.6000,0.0119515
866.4000,0.0117801
866.2000,0.0111001
866.0000,0.011785
865.8000,0.0113158
865.6000,0.0107995
865.4000,0.0108839
865.2000,0.0114454
865.0000,0.0116529
864.8000,0.0113534
864.6000,0.0113738
864.4000,0.0105908
864.2000,0.0109848
864.0000,0.0111077
863.8000,0.0112959
863.6000,0.0120744
863.4000,0.0122463
863.2000,0.0123078
863.0000,0.0121379
862.8000,0.011589
862.6000,0.0110545
862.4000,0.0106156
862.2000,0.0107296
862.0000,0.010916
861.8000,0.0109275
861.6000,0.0112701
861.4000,0.0114801
861.2000,0.0119529
861.0000,0.0111719
860.8000,0.0101354
860.6000,0.0105137
860.4000,0.011516
860.2000,0.0118967
860.0000,0.0114496
859.8000,0.0112784
859.6000,0.0112723
859.4000,0.0111037
859.2000,0.0108833
859.0000,0.0109003
858.8000,0.0111925
858.6000,0.0114339
858.4000,0.0116377
858.2000,0.0116876
858.0000,0.0109036
857.8000,0.0107021
857.6000,0.0112705
857.4000,0.0113006
857.2000,0.0112335
857.0000,0.0111974
856.8000,0.0114333
856.6000,0.0113414
856.4000,0.0109203
856.2000,0.0111104
856.0000,0.0114956
855.8000,0.0116704
855.6000,0.0116705
855.4000,0.0119705
855.2000,0.011803
855.0000,0.0110304
854.8000,0.0110472
854.6000,0.0115731
854.4000,0.0116319
854.2000,0.0110234
854.0000,0.0108012
853.8000,0.0108429
853.6000,0.0104128
853.4000,0.0105038
853.2000,0.0109813
853.0000,0.0112611
852.8000,0.0109747
852.6000,0.0107856
852.4000,0.0106746
852.2000,0.0104228
852.0000,0.0106173
851.8000,0.0110702
851.6000,0.0110928
851.4000,0.0109921
851.2000,0.0109879
851.0000,0.0113362
850.8000,0.011391
850.6000,0.011425
850.4000,0.0115787
850.2000,0.0110476
850.0000,0.0112612
849.8000,0.0112309
849.6000,0.0111523
849.4000,0.0112308
849.2000,0.0111952
849.0000,0.0115135
848.8000,0.0114202
848.6000,0.0112677
848.4000,0.0113551
848.2000,0.0113146
848.0000,0.0109398
847.8000,0.0110632
847.6000,0.0110977
847.4000,0.0106832
847.2000,0.0109084
847.0000,0.0113452
846.8000,0.0113765
846.6000,0.0115235
846.4000,0.0117847
846.2000,0.0116506
846.0000,0.0114145
845.8000,0.0116846
845.6000,0.0116748
845.4000,0.0112956
845.2000,0.0110964
845.0000,0.0107976
844.8000,0.0107907
844.6000,0.0107218
844.4000,0.0111317
844.2000,0.0114906
844.0000,0.0106226
843.8000,0.0103749
843.6000,0.0107525
843.4000,0.0109059
843.2000,0.0109522
843.0000,0.0110739
842.8000,0.0113043
842.6000,0.011004
842.4000,0.0105669
842.2000,0.0109017
842.0000,0.0113899
841.8000,0.0113003
841.6000,0.0110679
841.4000,0.0108604
841.2000,0.0110821
841.0000,0.0111072
840.8000,0.0111563
840.6000,0.0110293
840.4000,0.0109307
840.2000,0.0111562
840.0000,0.0113422
839.8000,0.0115597
839.6000,0.0113798
839.4000,0.0110796
839.2000,0.0111168
839.0000,0.0113727
838.8000,0.0113441
838.6000,0.0109968
838.4000,0.0109957
838.2000,0.0117356
838.0000,0.0117638
837.8000,0.0113132
837.6000,0.0112419
837.4000,0.0115067
837.2000,0.0114634
837.0000,0.011487
836.8000,0.011595
836.6000,0.0114536
836.4000,0.0114627
836.2000,0.0111645
836.0000,0.0109885
835.8000,0.0112931
835.6000,0.0112358
835.4000,0.0111461
835.2000,0.0113148
835.0000,0.0113668
834.8000,0.0114049
834.6000,0.0110084
834.4000,0.0111948
834.2000,0.0114189
834.0000,0.011166
833.8000,0.0112492
833.6000,0.0116508
833.4000,0.0119437
833.2000,0.0114664
833.0000,0.0113513
832.8000,0.0112636
832.6000,0.0111253
832.4000,0.0114507
832.2000,0.0114962
832.0000,0.0115407
831.8000,0.0115064
831.6000,0.0114323
831.4000,0.0115614
831.2000,0.0112905
831.0000,0.01147
830.8000,0.0116392
830.6000,0.0114818
830.4000,0.011582
830.2000,0.0112639
830.0000,0.0111284
829.8000,0.0113468
829.6000,0.0116156
829.4000,0.0117192
829.2000,0.0116223
829.0000,0.0117417
828.8000,0.0116315
828.6000,0.0112215
828.4000,0.01124
828.2000,0.0114629
828.0000,0.0115048
827.8000,0.0115929
827.6000,0.0116453
827.4000,0.011644
827.2000,0.0117045
827.0000,0.0118888
826.8000,0.0119899
826.6000,0.0117534
826.4000,0.0117265
826.2000,0.0116267
826.0000,0.0115848
825.8000,0.0117422
825.6000,0.011883
825.4000,0.0116529
825.2000,0.0112187
825.0000,0.011372
824.8000,0.0115241
824.6000,0.0114442
824.4000,0.0114739
824.2000,0.0114439
824.0000,0.011607
823.8000,0.0115781
823.6000,0.0114802
823.4000,0.0114619
823.2000,0.0116006
823.0000,0.0117754
822.8000,0.0115652
822.6000,0.0116435
822.4000,0.0116225
822.2000,0.0117188
822.0000,0.0117925
821.8000,0.0115998
821.6000,0.0114138
821.4000,0.0114174
821.2000,0.0114307
821.0000,0.0112295
820.8000,0.0116537
820.6000,0.0118441
820.4000,0.0115074
820.2000,0.0117062
820.0000,0.0119784
819.8000,0.0119657
819.6000,0.0117903
819.4000,0.0113842
819.2000,0.0114241
819.0000,0.0116061
818.8000,0.0117952
818.6000,0.0119095
818.4000,0.0116748
818.2000,0.011733
818.0000,0.0117709
817.8000,0.0118085
817.6000,0.0116035
817.4000,0.0115344
817.2000,0.011577
817.0000,0.0115932
816.8000,0.0120745
816.6000,0.0120804
816.4000,0.0119833
816.2000,0.0119791
816.0000,0.0115949
815.8000,0.0115633
815.6000,0.0119259
815.4000,0.0119957
815.2000,0.0117303
815.0000,0.0119833
814.8000,0.0123161
814.6000,0.0121055
814.4000,0.0118851
814.2000,0.0117673
814.0000,0.0115449
813.8000,0.0114739
813.6000,0.0119112
813.4000,0.0121513
813.2000,0.011708
813.0000,0.0115865
812.8000,0.0117408
812.6000,0.011717
812.4000,0.0118303
812.2000,0.0119402
812.0000,0.0119643
811.8000,0.0119669
811.6000,0.0119184
811.4000,0.01197
811.2000,0.0119478
811.0000,0.01205
810.8000,0.0119878
810.6000,0.0117597
810.4000,0.0121756
810.2000,0.012166
810.0000,0.0118482
809.8000,0.0120192
809.6000,0.012089
809.4000,0.0121954
809.2000,0.0119775
809.0000,0.0119493
808.8000,0.01192
808.6000,0.0118161
808.4000,0.0122257
808.2000,0.0120261
808.0000,0.0118311
807.8000,0.0117849
807.6000,0.0117362
807.4000,0.0119631
807.2000,0.0119571
807.0000,0.0119993
806.8000,0.0119316
806.6000,0.011724
806.4000,0.0119447
806.2000,0.0119801
806.0000,0.0117587
805.8000,0.0119393
805.6000,0.0121258
805.4000,0.0123159
805.2000,0.0122128
805.0000,0.0120945
804.8000,0.0120999
804.6000,0.0122103
804.4000,0.0123621
804.2000,0.0125009
804.0000,0.0124639
803.8000,0.0120018
803.6000,0.0120117
803.4000,0.0122228
803.2000,0.0121209
803.0000,0.0118386
802.8000,0.0119699
802.6000,0.0121705
802.4000,0.0119365
802.2000,0.0119416
802.0000,0.0120958
801.8000,0.0120619
801.6000,0.0123075
801.4000,0.012332
801.2000,0.0121902
801.0000,0.0121581
800.8000,0.0123334
800.6000,0.0122474
800.4000,0.0120839
800.2000,0.0123944
800.0000,0.0122355
799.8000,0.0118108
799.6000,0.012141
799.4000,0.0125506
799.2000,0.0123544
799.0000,0.0119566
798.8000,0.011712
798.6000,0.0119341
798.4000,0.0122256
798.2000,0.0121498
798.0000,0.0120113
797.8000,0.0121754
797.6000,0.0123474
797.4000,0.0122199
797.2000,0.0122748
797.0000,0.0122802
796.8000,0.0122539
796.6000,0.0123863
796.4000,0.0122777
796.2000,0.0120664
796.0000,0.0120444
795.8000,0.0122252
795.6000,0.0123458
795.4000,0.012298
795.2000,0.0123121
795.0000,0.0122206
794.8000,0.0118477
794.6000,0.0117626
794.4000,0.012087
794.2000,0.0122227
794.0000,0.012348
793.8000,0.0122492
793.6000,0.0118652
793.4000,0.0121638
793.2000,0.0126932
793.0000,0.0125546
792.8000,0.012145
792.6000,0.0119895
792.4000,0.0121316
792.2000,0.0122513
792.0000,0.0122191
791.8000,0.0119802
791.6000,0.0117491
791.4000,0.0122063
791.2000,0.0126117
791.0000,0.0124834
790.8000,0.0122315
790.6000,0.0119441
790.4000,0.012113
790.2000,0.0123758
790.0000,0.0121942
789.8000,0.0124311
789.6000,0.012589
789.4000,0.0121144
789.2000,0.0118453
789.0000,0.0119936
788.8000,0.0121952
788.6000,0.0122235
788.4000,0.0123022
788.2000,0.0122497
788.0000,0.0118995
787.8000,0.0119188
787.6000,0.0123785
787.4000,0.0124858
787.2000,0.0124505
787.0000,0.0121307
786.8000,0.0119344
786.6000,0.0123332
786.4000,0.0125548
786.2000,0.0124646
786.0000,0.012404
785.8000,0.0125232
785.6000,0.0125063
785.4000,0.0125127
785.2000,0.0123862
785.0000,0.0123877
784.8000,0.012311
784.6000,0.0123127
784.4000,0.0124599
784.2000,0.0123143
784.0000,0.0123903
783.8000,0.0125758
783.6000,0.012587
783.4000,0.0124947
783.2000,0.0124259
783.0000,0.0122133
782.8000,0.0120311
782.6000,0.0120845
782.4000,0.0123234
782.2000,0.0122347
782.0000,0.0118817
781.8000,0.0117287
781.6000,0.0119808
781.4000,0.0122867
781.2000,0.0125129
781.0000,0.0126782
780.8000,0.0124835
780.6000,0.0122899
780.4000,0.0122021
780.2000,0.0122408
780.0000,0.0124856
779.8000,0.0125317
779.6000,0.0122702
779.4000,0.0120603
779.2000,0.0121448
779.0000,0.0124344
778.8000,0.0126947
778.6000,0.0126862
778.4000,0.012348
778.2000,0.0121491
778.0000,0.0122064
777.8000,0.0123946
777.6000,0.0123719
777.4000,0.0124953
777.2000,0.0126044
777.0000,0.0124142
776.8000,0.012224
776.6000,0.0122202
776.4000,0.0124702
776.2000,0.012583
776.0000,0.0126043
775.8000,0.0126393
775.6000,0.0126592
775.4000,0.0123808
775.2000,0.0120869
775.0000,0.012263
774.8000,0.0124194
774.6000,0.0122105
774.4000,0.0122376
774.2000,0.0124184
774.0000,0.012393
773.8000,0.0123709
773.6000,0.0122564
773.4000,0.0119597
773.2000,0.0121419
773.0000,0.0125705
772.8000,0.0128031
772.6000,0.0127398
772.4000,0.01241
772.2000,0.0124548
772.0000,0.0124634
771.8000,0.0123972
771.6000,0.0125797
771.4000,0.0122658
771.2000,0.0118798
771.0000,0.0123638
770.8000,0.0127073
770.6000,0.0125831
770.4000,0.0126232
770.2000,0.0125283
770.0000,0.0121878
769.8000,0.0120959
769.6000,0.0123423
769.4000,0.012513
769.2000,0.0126482
769.0000,0.0126175
768.8000,0.012175
768.6000,0.0121654
768.4000,0.0125714
768.2000,0.0125148
768.0000,0.0123503
767.8000,0.0126671
767.6000,0.0128465
767.4000,0.0124601
767.2000,0.0123658
767.0000,0.0121898
766.8000,0.0120908
766.6000,0.0125167
766.4000,0.0127387
766.2000,0.0123158
766.0000,0.012182
765.8000,0.0124749
765.6000,0.0126838
765.4000,0.0127547
765.2000,0.0123172
765.0000,0.0121542
764.8000,0.0125599
764.6000,0.0127912
764.4000,0.012765
764.2000,0.0127664
764.0000,0.0124818
763.8000,0.0122898
763.6000,0.0123146
763.4000,0.0122392
763.2000,0.0121658
763.0000,0.0121125
762.8000,0.0121478
762.6000,0.0121934
762.4000,0.0123369
762.2000,0.0124608
762.0000,0.0123267
761.8000,0.0122382
761.6000,0.012156
761.4000,0.0122116
761.2000,0.0123498
761.0000,0.0122602
760.8000,0.0122033
760.6000,0.0122989
760.4000,0.0125132
760.2000,0.0125548
760.0000,0.0125779
759.8000,0.0123232
759.6000,0.0123209
759.4000,0.012657
759.2000,0.0126307
759.0000,0.0124474
758.8000,0.0121649
758.6000,0.012435
758.4000,0.0125821
758.2000,0.0124129
758.0000,0.0125815
757.8000,0.0123507
757.6000,0.0123628
757.4000,0.0125848
757.2000,0.012181
757.0000,0.0122816
756.8000,0.0125436
756.6000,0.0126076
756.4000,0.0123
756.2000,0.0121451
756.0000,0.012511
755.8000,0.0126492
755.6000,0.0125648
755.4000,0.0122919
755.2000,0.0121883
755.0000,0.0123727
754.8000,0.0126464
754.6000,0.0127237
754.4000,0.0126094
754.2000,0.0123974
754.0000,0.0124793
753.8000,0.0127075
753.6000,0.0126317
753.4000,0.0124033
753.2000,0.0125237
753.0000,0.0125997
752.8000,0.0128539
752.6000,0.0128477
752.4000,0.0124701
752.2000,0.0126455
752.0000,0.0127219
751.8000,0.012667
751.6000,0.0125695
751.4000,0.0125605
751.2000,0.0127067
751.0000,0.0127055
750.8000,0.0127558
750.6000,0.0126777
750.4000,0.012463
750.2000,0.0126952
750.0000,0.013001
749.8000,0.0128973
749.6000,0.0125343
749.4000,0.0124865
749.2000,0.0125101
749.0000,0.0125123
748.8000,0.0125365
748.6000,0.0124718
748.4000,0.0125677
748.2000,0.0124774
748.0000,0.0125495
747.8000,0.0127098
747.6000,0.0126083
747.4000,0.0125441
747.2000,0.0124758
747.0000,0.0126944
746.8000,0.0129102
746.6000,0.0127132
746.4000,0.0126471
746.2000,0.0125105
746.0000,0.0124583
745.8000,0.0125219
745.6000,0.0125994
745.4000,0.0127064
745.2000,0.0125997
745.0000,0.0125107
744.8000,0.0122404
744.6000,0.0125165
744.4000,0.012801
744.2000,0.0124288
744.0000,0.0122758
743.8000,0.0121811
743.6000,0.0123552
743.4000,0.012474
743.2000,0.0124643
743.0000,0.0124686
742.8000,0.0123854
742.6000,0.0124517
742.4000,0.0124251
742.2000,0.0124251
742.0000,0.0123891
741.8000,0.0120461
741.6000,0.0122852
741.4000,0.0126445
741.2000,0.0127112
741.0000,0.0127691
740.8000,0.0126918
740.6000,0.0127408
740.4000,0.0128749
740.2000,0.0128885
740.0000,0.0124844
739.8000,0.0126247
739.6000,0.0129176
739.4000,0.0128988
739.2000,0.0129114
739.0000,0.012935
738.8000,0.0130517
738.6000,0.0130772
738.4000,0.0128345
738.2000,0.0127722
738.0000,0.0129568
737.8000,0.0129674
737.6000,0.0128652
737.4000,0.0125404
737.2000,0.012705
737.0000,0.0129828
736.8000,0.0132664
736.6000,0.0134649
736.4000,0.012987
736.2000,0.0128499
736.0000,0.0129207
735.8000,0.0129684
735.6000,0.0132849
735.4000,0.0132774
735.2000,0.0128326
735.0000,0.0126002
734.8000,0.0127594
734.6000,0.012995
734.4000,0.0128359
734.2000,0.0129567
734.0000,0.0128968
733.8000,0.0128377
733.6000,0.0131389
733.4000,0.0131804
733.2000,0.0129407
733.0000,0.013015
732.8000,0.0133586
732.6000,0.013382
732.4000,0.0131162
732.2000,0.012929
732.0000,0.0129088
731.8000,0.0128857
731.6000,0.012964
731.4000,0.0131145
731.2000,0.0130406
731.0000,0.0129143
730.8000,0.012953
730.6000,0.0129986
730.4000,0.0131741
730.2000,0.0130679
730.0000,0.0130942
729.8000,0.013045
729.6000,0.0129
729.4000,0.0130134
729.2000,0.0129359
729.0000,0.0128773
728.8000,0.0128612
728.6000,0.0130016
728.4000,0.0132604
728.2000,0.0131802
728.0000,0.0130303
727.8000,0.0132798
727.6000,0.013324
727.4000,0.0130158
727.2000,0.0129631
727.0000,0.0131639
726.8000,0.0131781
726.6000,0.0132181
726.4000,0.0131284
726.2000,0.013126
726.0000,0.0131432
725.8000,0.0129449
725.6000,0.0132059
725.4000,0.0132165
725.2000,0.0130336
725.0000,0.0131225
724.8000,0.0132249
724.6000,0.0133824
724.4000,0.0134694
724.2000,0.0132206
724.0000,0.0131849
723.8000,0.0135003
723.6000,0.0134627
723.4000,0.0132587
723.2000,0.0133779
723.0000,0.0136144
722.8000,0.0137924
722.6000,0.013661
722.4000,0.013475
722.2000,0.0132798
722.0000,0.0132004
721.8000,0.0130542
721.6000,0.0130937
721.4000,0.0134608
721.2000,0.0133111
721.0000,0.0133855
720.8000,0.0134388
720.6000,0.0134006
720.4000,0.0133677
720.2000,0.0133097
720.0000,0.0134436
719.8000,0.0134409
719.6000,0.013657
719.4000,0.0136375
719.2000,0.0133625
719.0000,0.0132779
718.8000,0.0133039
718.6000,0.0135663
718.4000,0.0135755
718.2000,0.0134149
718.0000,0.0134178
717.8000,0.0133888
717.6000,0.0133918
717.4000,0.0135096
717.2000,0.0136039
717.0000,0.0133802
716.8000,0.0133051
716.6000,0.0135204
716.4000,0.0134465
716.2000,0.0132353
716.0000,0.0134278
715.8000,0.0135695
715.6000,0.0133661
715.4000,0.013434
715.2000,0.0133855
715.0000,0.0132713
714.8000,0.0134661
714.6000,0.0135262
714.4000,0.0134383
714.2000,0.0132971
714.0000,0.0134559
713.8000,0.0137
713.6000,0.0135172
713.4000,0.0134077
713.2000,0.0135729
713.0000,0.0136417
712.8000,0.0136232
712.6000,0.0135985
712.4000,0.0133751
712.2000,0.0132535
712.0000,0.0133055
711.8000,0.0133928
711.6000,0.0135027
711.4000,0.013468
711.2000,0.0135129
711.0000,0.0134269
710.8000,0.0133448
710.6000,0.0135392
710.4000,0.0136437
710.2000,0.0136688
710.0000,0.0136075
709.8000,0.0135062
709.6000,0.0136348
709.4000,0.0137566
709.2000,0.0135234
709.0000,0.0133679
708.8000,0.0135483
708.6000,0.0137692
708.4000,0.0136207
708.2000,0.0133949
708.0000,0.0135488
707.8000,0.0136781
707.6000,0.013767
707.4000,0.0136681
707.2000,0.0135589
707.0000,0.0136973
706.8000,0.0135573
706.6000,0.0136498
706.4000,0.0136827
706.2000,0.013582
706.0000,0.0137021
705.8000,0.0136583
705.6000,0.0135242
705.4000,0.0137919
705.2000,0.0138825
705.0000,0.0134912
704.8000,0.0136191
704.6000,0.0137059
704.4000,0.0135561
704.2000,0.013597
704.0000,0.0137132
703.8000,0.0138165
703.6000,0.0138589
703.4000,0.013781
703.2000,0.0135924
703.0000,0.0136287
702.8000,0.0137926
702.6000,0.0138658
702.4000,0.0139323
702.2000,0.0138286
702.0000,0.0138052
701.8000,0.0135837
701.6000,0.0134061
701.4000,0.0137852
701.2000,0.0136922
701.0000,0.0136593
700.8000,0.0138721
700.6000,0.013812
700.4000,0.0138069
700.2000,0.0137696
700.0000,0.0138055
699.8000,0.0137444
699.6000,0.0136145
699.4000,0.0136871
699.2000,0.013721
699.0000,0.0136983
698.8000,0.0138378
698.6000,0.0140182
698.4000,0.0138351
698.2000,0.0137163
698.0000,0.0138685
697.8000,0.0137675
697.6000,0.0136726
697.4000,0.0135758
697.2000,0.0135938
697.0000,0.0137006
696.8000,0.0136625
696.6000,0.0136678
696.4000,0.0136345
696.2000,0.0136526
696.0000,0.0138504
695.8000,0.0138953
695.6000,0.0137878
695.4000,0.013728
695.2000,0.0136384
695.0000,0.0137145
694.8000,0.0139453
694.6000,0.0138225
694.4000,0.0138876
694.2000,0.0140587
694.0000,0.0138835
693.8000,0.0138258
693.6000,0.0138316
693.4000,0.0138195
693.2000,0.0136521
693.0000,0.0137258
692.8000,0.0138479
692.6000,0.0139188
692.4000,0.0139586
692.2000,0.0137571
692.0000,0.0138893
691.8000,0.0140765
691.6000,0.0138581
691.4000,0.013855
691.2000,0.0139104
691.0000,0.0138897
690.8000,0.0139032
690.6000,0.0138418
690.4000,0.0138772
690.2000,0.0138439
690.0000,0.0138514
689.8000,0.0138549
689.6000,0.0139176
689.4000,0.0139142
689.2000,0.0139639
689.0000,0.0140142
688.8000,0.0137777
688.6000,0.0137861
688.4000,0.013844
688.2000,0.0138718
688.0000,0.0138784
687.8000,0.0138365
687.6000,0.0139132
687.4000,0.0137095
687.2000,0.0135996
687.0000,0.0136032
686.8000,0.013697
686.6000,0.0136416
686.4000,0.0135977
686.2000,0.0139934
686.0000,0.0139453
685.8000,0.0136878
685.6000,0.0138001
685.4000,0.0138715
685.2000,0.013854
685.0000,0.0139888
684.8000,0.0139258
684.6000,0.0140368
684.4000,0.0140751
684.2000,0.0136767
684.0000,0.0134722
683.8000,0.0138629
683.6000,0.0141742
683.4000,0.0139567
683.2000,0.0139003
683.0000,0.0140565
682.8000,0.0140566
682.6000,0.0139719
682.4000,0.0140566
682.2000,0.0140495
682.0000,0.0140544
681.8000,0.0141146
681.6000,0.0140494
681.4000,0.014109
681.2000,0.0141488
681.0000,0.014073
680.8000,0.0141826
680.6000,0.0142581
680.4000,0.0140721
680.2000,0.0138082
680.0000,0.0140625
679.8000,0.0143681
679.6000,0.0141765
679.4000,0.0141046
679.2000,0.0144265
679.0000,0.0145103
678.8000,0.0143732
678.6000,0.0143437
678.4000,0.0142707
678.2000,0.0142756
678.0000,0.0144346
677.8000,0.0145111
677.6000,0.0145074
677.4000,0.0143224
677.2000,0.014304
677.0000,0.0144337
676.8000,0.0142174
676.6000,0.0143657
676.4000,0.0145397
676.2000,0.0143203
676.0000,0.0143255
675.8000,0.0144551
675.6000,0.0143733
675.4000,0.0142964
675.2000,0.0144764
675.0000,0.0143154
674.8000,0.0140639
674.6000,0.0141397
674.4000,0.0140913
674.2000,0.0141552
674.0000,0.0143692
673.8000,0.0143156
673.6000,0.014193
673.4000,0.0142684
673.2000,0.0142355
673.0000,0.0142818
672.8000,0.0146204
672.6000,0.0145828
672.4000,0.0143689
672.2000,0.0141931
672.0000,0.0141842
671.8000,0.0144794
671.6000,0.0142485
671.4000,0.0141221
671.2000,0.0142263
671.0000,0.0143572
670.8000,0.0144743
670.6000,0.0142041
670.4000,0.0141936
670.2000,0.0145216
670.0000,0.0146394
669.8000,0.0145059
669.6000,0.0143119
669.4000,0.0142875
669.2000,0.0144488
669.0000,0.0145459
668.8000,0.0145391
668.6000,0.0146375
668.4000,0.0145607
668.2000,0.014398
668.0000,0.0143637
667.8000,0.0143972
667.6000,0.0146915
667.4000,0.0148265
